"areaName","locationAbbr","utmEast","utmNorth","utmZone","defaultTimeZone","activeStart","activeEnd","lureName","visitID"
"Chicago, IL","D02-MOP1",439938,4640991,"16N","America/Chicago",2015-01-12 15:17:00,2015-01-26 14:54:53,"Fatty acid tablet",8413
"Chicago, IL","R03-AUP1",436203,4637589,"16N","America/Chicago",2015-01-12 15:18:00,2015-01-26 14:56:13,"Fatty acid tablet",8604
"Chicago, IL","R03-EUC1",434285,4635174,"16N","America/Chicago",2015-01-12 15:29:00,2015-01-26 15:10:23,"Fatty acid tablet",8610
"Chicago, IL","R03-MAP1",433295,4635416,"16N","America/Chicago",2015-01-12 15:51:00,2015-01-26 15:20:51,"Fatty acid tablet",8613
"Chicago, IL","D02-RCP1",442530,4643467,"16N","America/Chicago",2015-01-12 15:53:00,2015-01-26 15:28:37,"Fatty acid tablet",8417
"Chicago, IL","R04-SCH1",429577,4634101,"16N","America/Chicago",2015-01-12 16:34:00,2015-01-26 15:51:37,"Fatty acid tablet",8619
"Chicago, IL","R05-STP1",427869,4637181,"16N","America/Chicago",2015-01-12 16:49:00,2015-01-26 16:05:16,"Fatty acid tablet",8631
"Chicago, IL","D03-CHP1",436807,4643667,"16N","America/Chicago",2015-01-12 16:57:00,2015-01-26 16:07:17,"Fatty acid tablet",8494
"Chicago, IL","R05-FMG1",424224,4633329,"16N","America/Chicago",2015-01-12 17:21:00,2015-01-26 16:32:17,"Fatty acid tablet",8622
"Chicago, IL","R05-MTC1",424431,4635651,"16N","America/Chicago",2015-01-12 17:43:00,2015-01-26 16:52:13,"Fatty acid tablet",8628
"Chicago, IL","D03-MFP2",438478,4645958,"16N","America/Chicago",2015-01-12 17:47:00,2015-01-26 16:43:13,"Fatty acid tablet",8500
"Chicago, IL","R06-YOW1",422550,4634509,"16N","America/Chicago",2015-01-12 18:00:00,2015-01-26 17:04:59,"Fatty acid tablet",8643
"Chicago, IL","D03-AMP1",438005,4646551,"16N","America/Chicago",2015-01-12 18:04:00,2015-01-26 16:55:27,"Fatty acid tablet",8491
"Chicago, IL","R06-SLT1",420847,4635567,"16N","America/Chicago",2015-01-12 18:25:00,2015-01-26 17:24:47,"Fatty acid tablet",8637
"Chicago, IL","R06-SLT2",420606,4636302,"16N","America/Chicago",2015-01-12 18:43:00,2015-01-26 17:39:14,"Fatty acid tablet",8640
"Chicago, IL","R06-OTB1",418834,4633860,"16N","America/Chicago",2015-01-12 19:45:00,2015-01-26 19:11:15,"Fatty acid tablet",8634
"Chicago, IL","R07-YHR1",417861,4635347,"16N","America/Chicago",2015-01-12 19:58:00,2015-01-26 18:44:13,"Fatty acid tablet",8655
"Chicago, IL","D05-BRP1",433167,4651141,"16N","America/Chicago",2015-01-12 20:11:00,2015-01-26 19:36:47,"Fatty acid tablet",8523
"Chicago, IL","D04-DNP1",435016,4646204,"16N","America/Chicago",2015-01-12 20:54:00,2015-01-26 17:18:22,"Fatty acid tablet",8506
"Chicago, IL","J01-LMP1",449308,4631876,"16N","America/Chicago",2015-01-13 13:38:00,2015-01-27 13:56:02,"Fatty acid tablet",8583
"Chicago, IL","S02-BNS1",450739,4629074,"16N","America/Chicago",2015-01-13 14:08:00,2015-01-27 14:12:49,"Fatty acid tablet",8694
"Chicago, IL","S03-JKP2",451796,4626151,"16N","America/Chicago",2015-01-13 14:30:00,2015-01-27 14:29:06,"Fatty acid tablet",8719
"Chicago, IL","S03-JKP1",451553,4625766,"16N","America/Chicago",2015-01-13 14:43:00,2015-01-27 14:44:00,"Fatty acid tablet",8716
"Chicago, IL","R10-FRM2",395829,4632027,"16N","America/Chicago",2015-01-13 15:07:00,2015-01-28 14:55:09,"Fatty acid tablet",8685
"Chicago, IL","S02-TNE1",450172,4630663,"16N","America/Chicago",2015-01-13 15:08:00,2015-01-27 15:02:03,"Fatty acid tablet",8709
"Chicago, IL","S02-TNW1",450118,4630397,"16N","America/Chicago",2015-01-13 15:15:00,2015-01-27 15:07:48,"Fatty acid tablet",8713
"Chicago, IL","S02-PIP1",439385,4631521,"16N","America/Chicago",2015-01-13 17:02:00,2015-01-27 16:49:13,"Fatty acid tablet",8703
"Chicago, IL","R10-WDW1",401055,4635576,"16N","America/Chicago",2015-01-13 17:16:00,2015-01-28 16:31:43,"Fatty acid tablet",8691
"Chicago, IL","S03-WAP1",440288,4629118,"16N","America/Chicago",2015-01-13 17:21:00,2015-01-27 17:03:48,"Fatty acid tablet",8732
"Chicago, IL","R09-CTG3",403529,4633792,"16N","America/Chicago",2015-01-13 17:54:00,2015-01-28 17:17:09,"Fatty acid tablet",8673
"Chicago, IL","S03-PSP1",439199,4626503,"16N","America/Chicago",2015-01-13 17:57:00,2015-01-27 17:34:26,"Fatty acid tablet",8725
"Chicago, IL","S03-VIP1",437876,4628109,"16N","America/Chicago",2015-01-13 18:01:00,2015-01-27 17:31:40,"Fatty acid tablet",8729
"Chicago, IL","R09-LIM2",406803,4636071,"16N","America/Chicago",2015-01-13 19:41:00,2015-01-28 19:14:03,"Fatty acid tablet",8676
"Chicago, IL","S04-SSP1",433760,4627804,"16N","America/Chicago",2015-01-13 19:51:00,2015-01-27 19:24:06,"Fatty acid tablet",8743
"Chicago, IL","R08-DAP1",410451,4636475,"16N","America/Chicago",2015-01-13 20:09:00,2015-01-28 19:48:08,"Fatty acid tablet",8658
"Chicago, IL","R08-PAP1",412095,4634351,"16N","America/Chicago",2015-01-13 20:25:00,2015-01-28 20:04:47,"Fatty acid tablet",8661
"Chicago, IL","R08-VLG1",411104,4633916,"16N","America/Chicago",2015-01-13 20:40:00,2015-01-28 20:18:17,"Fatty acid tablet",8664
"Chicago, IL","R08-WBK1",411883,4632753,"16N","America/Chicago",2015-01-13 20:55:00,2015-01-28 20:33:43,"Fatty acid tablet",8667
"Chicago, IL","J01-SKP1",445154,4636654,"16N","America/Chicago",2015-01-13 20:58:00,2015-01-27 20:18:34,"Fatty acid tablet",8592
"Chicago, IL","R07-FSP1",415139,4633726,"16N","America/Chicago",2015-01-13 21:36:00,2015-01-28 21:20:06,"Fatty acid tablet",8646
"Chicago, IL","J01-NOR1",449545,4634500,"16N","America/Chicago",2015-01-13 21:37:00,2015-01-27 13:37:11,"Fatty acid tablet",8586
"Chicago, IL","R10-WCP3",397958,4638235,"16N","America/Chicago",2015-01-14 07:57:00,2015-02-10 16:03:28,"Fatty acid tablet",8689
"Chicago, IL","S04-HAP1",435234,4625682,"16N","America/Chicago",2015-01-14 08:48:00,2015-01-27 19:13:59,"Fatty acid tablet",8735
"Chicago, IL","D10-MAC1",423491,4678479,"16N","America/Chicago",2015-01-14 15:03:00,2015-01-27 14:41:03,"Fatty acid tablet",8571
"Chicago, IL","D10-CAN1",422570,4676856,"16N","America/Chicago",2015-01-14 15:28:00,2015-01-27 14:56:36,"Fatty acid tablet",8568
"Chicago, IL","D10-VHC1",421816,4674934,"16N","America/Chicago",2015-01-14 15:53:00,2015-01-27 15:16:54,"Fatty acid tablet",8574
"Chicago, IL","D09-VTC1",423286,4672819,"16N","America/Chicago",2015-01-14 16:25:00,2015-01-27 15:35:04,"Fatty acid tablet",8565
"Chicago, IL","D09-RYW1",425325,4669890,"16N","America/Chicago",2015-01-14 16:45:00,2015-01-27 15:53:04,"Fatty acid tablet",8562
"Chicago, IL","D09-CLG1",424348,4670718,"16N","America/Chicago",2015-01-14 17:54:00,2015-01-27 16:39:38,"Fatty acid tablet",8559
"Chicago, IL","D08-CCC1",423792,4667808,"16N","America/Chicago",2015-01-14 20:07:00,2015-01-27 17:56:44,"Fatty acid tablet",8551
"Chicago, IL","D08-DAW3",426125,4664126,"16N","America/Chicago",2015-01-14 20:36:00,2015-01-25 22:24:36,"Fatty acid tablet",8557
"Chicago, IL","D08-DAW2",425502,4665194,"16N","America/Chicago",2015-01-14 21:00:00,2015-01-27 18:20:45,"Fatty acid tablet",8554
"Chicago, IL","D07-NOC1",427273,4660625,"16N","America/Chicago",2015-01-14 21:19:00,2015-01-27 18:44:36,"Fatty acid tablet",8548
"Chicago, IL","D06-KCG1",429421,4658994,"16N","America/Chicago",2015-01-14 21:37:00,2015-01-27 19:02:22,"Fatty acid tablet",8538
"Chicago, IL","S10-LPC1",412640,4604963,"16N","America/Chicago",2015-01-15 14:07:00,2015-01-29 14:04:04,"Fatty acid tablet",8790
"Chicago, IL","S10-LPP2",410631,4604024,"16N","America/Chicago",2015-01-15 14:26:00,2015-01-29 14:18:20,"Fatty acid tablet",8793
"Chicago, IL","D07-ASC2",426640,4656804,"16N","America/Chicago",2015-01-15 14:45:00,2015-01-27 19:23:16,"Fatty acid tablet",8545
"Chicago, IL","S10-LEW1",410239,4605858,"16N","America/Chicago",2015-01-15 14:48:00,2015-01-29 14:36:08,"Fatty acid tablet",8787
"Chicago, IL","D05-PRC1",431129,4652505,"16N","America/Chicago",2015-01-15 15:22:00,2015-01-27 20:04:29,"Fatty acid tablet",8535
"Chicago, IL","S10-ILC1",410942,4610112,"16N","America/Chicago",2015-01-15 15:26:00,2015-01-29 15:12:44,"Fatty acid tablet",8784
"Chicago, IL","S09-ILC1",410923,4610519,"16N","America/Chicago",2015-01-15 15:30:00,2015-01-29 15:10:20,"Fatty acid tablet",8773
"Chicago, IL","D05-MIA1",434129,4652772,"16N","America/Chicago",2015-01-15 15:43:00,2015-01-27 20:26:56,"Fatty acid tablet",8528
"Chicago, IL","D04-EDW3",436665,4649055,"16N","America/Chicago",2015-01-15 16:09:00,2015-01-26 07:17:29,"Fatty acid tablet",8509
"Chicago, IL","S09-KTP1",413952,4614568,"16N","America/Chicago",2015-01-15 16:14:00,2015-01-29 15:47:05,"Fatty acid tablet",8776
"Chicago, IL","S08-WGL2",417471,4616052,"16N","America/Chicago",2015-01-15 16:43:00,2015-01-29 16:11:11,"Fatty acid tablet",8770
"Chicago, IL","D02-JBS1",446955,4644300,"16N","America/Chicago",2015-01-15 16:59:00,2015-01-29 17:00:49,"Fatty acid tablet",8407
"Chicago, IL","S08-WGL1",416857,4616262,"16N","America/Chicago",2015-01-15 17:08:00,2015-01-29 16:30:15,"Fatty acid tablet",8767
"Chicago, IL","D02-MDU1",447542,4646060,"16N","America/Chicago",2015-01-15 17:33:00,2015-01-27 22:03:30,"Fatty acid tablet",8410
"Chicago, IL","S09-SMC1",415686,4612193,"16N","America/Chicago",2015-01-15 18:12:00,2015-01-29 16:46:03,"Fatty acid tablet",8779
"Chicago, IL","D03-GOM1",439467,4647289,"16N","America/Chicago",2015-01-15 18:38:00,2015-01-27 20:59:30,"Fatty acid tablet",8497
"Chicago, IL","S07-SAG1",422039,4616369,"16N","America/Chicago",2015-01-15 19:01:00,2015-01-29 18:11:54,"Fatty acid tablet",8758
"Chicago, IL","S07-STJ1",422440,4616686,"16N","America/Chicago",2015-01-15 19:17:00,2015-01-29 18:29:37,"Fatty acid tablet",8761
"Chicago, IL","S06-CBW1",425314,4619769,"16N","America/Chicago",2015-01-15 19:46:00,2015-01-29 18:55:28,"Fatty acid tablet",8755
"Chicago, IL","S05-RES1",431534,4623607,"16N","America/Chicago",2015-01-15 20:09:00,2015-01-29 19:17:29,"Fatty acid tablet",8749
"Chicago, IL","S05-LNC1",429760,4621558,"16N","America/Chicago",2015-01-15 20:23:00,2015-01-29 19:27:58,"Fatty acid tablet",8746
"Chicago, IL","S05-SFP2",428691,4623408,"16N","America/Chicago",2015-01-15 20:39:00,2015-01-29 19:42:35,"Fatty acid tablet",8752
"Chicago, IL","R05-GOC1",426715,4634340,"16N","America/Chicago",2015-01-17 09:44:00,2015-01-17 09:44:23,"Fatty acid tablet",8625
"Chicago, IL","J01-UIC1",446383,4635431,"16N","America/Chicago",2015-01-26 13:34:00,2015-02-09 13:34:59,"Fatty acid tablet",8596
"Chicago, IL","J01-SEP1",446999,4639027,"16N","America/Chicago",2015-01-26 13:35:00,2015-02-09 13:40:48,"Fatty acid tablet",8590
"Chicago, IL","J01-CLP1",445913,4640354,"16N","America/Chicago",2015-01-26 13:51:00,2015-02-09 13:55:06,"Fatty acid tablet",8581
"Chicago, IL","R02-DPG1",441926,4634510,"16N","America/Chicago",2015-01-26 14:03:00,2015-02-09 14:01:53,"Fatty acid tablet",8599
"Chicago, IL","D02-SCP1",443127,4641452,"16N","America/Chicago",2015-01-26 14:10:00,2015-02-09 14:14:49,"Fatty acid tablet",8421
"Chicago, IL","R02-FRP1",439183,4634676,"16N","America/Chicago",2015-01-26 14:23:00,2015-02-09 14:22:27,"Fatty acid tablet",8602
"Chicago, IL","R03-CPG1",435929,4636259,"16N","America/Chicago",2015-01-26 14:40:00,2015-02-09 14:40:47,"Fatty acid tablet",8608
"Chicago, IL","D02-MOP1",439938,4640991,"16N","America/Chicago",2015-01-26 14:55:00,2015-02-09 14:33:16,"Fatty acid tablet",8414
"Chicago, IL","R03-AUP1",436203,4637589,"16N","America/Chicago",2015-01-26 14:56:00,2015-02-09 14:56:05,"Fatty acid tablet",8605
"Chicago, IL","R03-EUC1",434285,4635174,"16N","America/Chicago",2015-01-26 15:13:00,2015-02-09 15:09:00,"Fatty acid tablet",8611
"Chicago, IL","R03-MAP1",433295,4635416,"16N","America/Chicago",2015-01-26 15:21:00,2015-02-09 15:16:45,"Fatty acid tablet",8614
"Chicago, IL","R04-MMW2",430931,4633766,"16N","America/Chicago",2015-01-26 15:36:00,2015-02-09 15:32:26,"Fatty acid tablet",8617
"Chicago, IL","R04-SCH1",429577,4634101,"16N","America/Chicago",2015-01-26 15:53:00,2015-02-09 15:42:26,"Fatty acid tablet",8620
"Chicago, IL","R05-STP1",427869,4637181,"16N","America/Chicago",2015-01-26 16:05:00,2015-02-09 15:53:06,"Fatty acid tablet",8632
"Chicago, IL","D03-CHP1",436807,4643667,"16N","America/Chicago",2015-01-26 16:08:00,2015-02-09 15:46:55,"Fatty acid tablet",8495
"Chicago, IL","R05-FMG1",424224,4633329,"16N","America/Chicago",2015-01-26 16:36:00,2015-02-09 16:16:38,"Fatty acid tablet",8623
"Chicago, IL","D03-MFP2",438478,4645958,"16N","America/Chicago",2015-01-26 16:43:00,2015-02-09 16:11:03,"Fatty acid tablet",8501
"Chicago, IL","R05-MTC1",424431,4635651,"16N","America/Chicago",2015-01-26 16:54:00,2015-02-09 16:31:07,"Fatty acid tablet",8629
"Chicago, IL","D03-AMP1",438005,4646551,"16N","America/Chicago",2015-01-26 16:56:00,2015-02-09 16:18:04,"Fatty acid tablet",8492
"Chicago, IL","R06-YOW1",422550,4634509,"16N","America/Chicago",2015-01-26 17:07:00,2015-02-09 16:41:41,"Fatty acid tablet",8644
"Chicago, IL","D04-DNP1",435016,4646204,"16N","America/Chicago",2015-01-26 17:19:00,2015-02-09 16:41:30,"Fatty acid tablet",8507
"Chicago, IL","R06-SLT1",420847,4635567,"16N","America/Chicago",2015-01-26 17:26:00,2015-02-09 16:58:53,"Fatty acid tablet",8638
"Chicago, IL","D04-RDP1",434928,4648923,"16N","America/Chicago",2015-01-26 17:39:00,2015-02-09 17:00:18,"Fatty acid tablet",8518
"Chicago, IL","R06-SLT2",420606,4636302,"16N","America/Chicago",2015-01-26 17:41:00,2015-02-09 17:11:27,"Fatty acid tablet",8641
"Chicago, IL","R07-YHR1",417861,4635347,"16N","America/Chicago",2015-01-26 18:46:00,2015-02-09 18:26:42,"Fatty acid tablet",8656
"Chicago, IL","R06-OTB1",418834,4633860,"16N","America/Chicago",2015-01-26 19:11:00,2015-02-09 17:23:33,"Fatty acid tablet",8635
"Chicago, IL","D05-BRP1",433167,4651141,"16N","America/Chicago",2015-01-26 19:37:00,2015-02-09 17:08:25,"Fatty acid tablet",8524
"Chicago, IL","J01-NOR1",449545,4634500,"16N","America/Chicago",2015-01-27 13:39:00,2015-02-10 13:31:34,"Fatty acid tablet",8587
"Chicago, IL","J01-LMP1",449308,4631876,"16N","America/Chicago",2015-01-27 13:57:00,2015-02-10 13:49:00,"Fatty acid tablet",8584
"Chicago, IL","S02-BNS1",450739,4629074,"16N","America/Chicago",2015-01-27 14:14:00,2015-02-10 14:03:11,"Fatty acid tablet",8695
"Chicago, IL","S03-JKP2",451796,4626151,"16N","America/Chicago",2015-01-27 14:31:00,2015-02-10 14:14:40,"Fatty acid tablet",8720
"Chicago, IL","D10-MAC1",423491,4678479,"16N","America/Chicago",2015-01-27 14:42:00,2015-02-11 14:50:44,"Fatty acid tablet",8572
"Chicago, IL","S03-JKP1",451553,4625766,"16N","America/Chicago",2015-01-27 14:51:00,2015-01-28 10:58:04,"Fatty acid tablet",8717
"Chicago, IL","D10-CAN1",422570,4676856,"16N","America/Chicago",2015-01-27 14:57:00,2015-02-11 15:06:37,"Fatty acid tablet",8569
"Chicago, IL","S02-TNE1",450172,4630663,"16N","America/Chicago",2015-01-27 15:04:00,2015-02-10 14:40:08,"Fatty acid tablet",8710
"Chicago, IL","S02-TNW1",450118,4630397,"16N","America/Chicago",2015-01-27 15:10:00,2015-02-10 14:43:34,"Fatty acid tablet",8714
"Chicago, IL","D10-VHC1",421816,4674934,"16N","America/Chicago",2015-01-27 15:21:00,2015-02-11 15:27:55,"Fatty acid tablet",8575
"Chicago, IL","D09-VTC1",423286,4672819,"16N","America/Chicago",2015-01-27 15:39:00,2015-02-11 15:46:05,"Fatty acid tablet",8566
"Chicago, IL","D09-RYW1",425325,4669890,"16N","America/Chicago",2015-01-27 15:58:00,2015-02-11 16:01:59,"Fatty acid tablet",8563
"Chicago, IL","D09-CLG1",424348,4670718,"16N","America/Chicago",2015-01-27 16:43:00,2015-02-11 17:07:22,"Fatty acid tablet",8560
"Chicago, IL","S02-PIP1",439385,4631521,"16N","America/Chicago",2015-01-27 16:50:00,2015-02-10 16:07:18,"Fatty acid tablet",8704
"Chicago, IL","S03-WAP1",440288,4629118,"16N","America/Chicago",2015-01-27 17:05:00,2015-02-10 16:20:03,"Fatty acid tablet",8733
"Chicago, IL","S03-VIP1",437876,4628109,"16N","America/Chicago",2015-01-27 17:33:00,2015-02-10 16:45:52,"Fatty acid tablet",8730
"Chicago, IL","S03-PSP1",439199,4626503,"16N","America/Chicago",2015-01-27 17:35:00,2015-02-10 16:48:37,"Fatty acid tablet",8726
"Chicago, IL","D08-CCC1",423792,4667808,"16N","America/Chicago",2015-01-27 18:01:00,2015-02-11 19:27:19,"Fatty acid tablet",8552
"Chicago, IL","D08-DAW2",425502,4665194,"16N","America/Chicago",2015-01-27 18:25:00,2015-02-11 19:47:27,"Fatty acid tablet",8555
"Chicago, IL","D07-NOC1",427273,4660625,"16N","America/Chicago",2015-01-27 18:46:00,2015-02-11 20:04:40,"Fatty acid tablet",8549
"Chicago, IL","D06-KCG1",429421,4658994,"16N","America/Chicago",2015-01-27 19:04:00,2015-02-11 20:24:12,"Fatty acid tablet",8539
"Chicago, IL","S04-HAP1",435234,4625682,"16N","America/Chicago",2015-01-27 19:14:00,2015-02-10 17:06:52,"Fatty acid tablet",8736
"Chicago, IL","D07-ASC2",426640,4656804,"16N","America/Chicago",2015-01-27 19:24:00,2015-02-11 20:45:17,"Fatty acid tablet",8546
"Chicago, IL","S04-SSP1",433760,4627804,"16N","America/Chicago",2015-01-27 19:26:00,2015-02-10 18:16:28,"Fatty acid tablet",8744
"Chicago, IL","R09-SMI1",407666,4634032,"16N","America/Chicago",2015-01-27 19:33:00,2015-02-09 19:29:52,"Fatty acid tablet",8680
"Chicago, IL","D05-PRC1",431129,4652505,"16N","America/Chicago",2015-01-27 20:05:00,2015-02-11 21:24:54,"Fatty acid tablet",8536
"Chicago, IL","J01-SKP1",445154,4636654,"16N","America/Chicago",2015-01-27 20:25:00,2015-02-10 18:51:38,"Fatty acid tablet",8593
"Chicago, IL","D05-MIA1",434129,4652772,"16N","America/Chicago",2015-01-27 20:28:00,2015-02-11 21:42:55,"Fatty acid tablet",8529
"Chicago, IL","D03-GOM1",439467,4647289,"16N","America/Chicago",2015-01-27 21:02:00,2015-02-09 19:53:37,"Fatty acid tablet",8498
"Chicago, IL","D02-MDU1",447542,4646060,"16N","America/Chicago",2015-01-27 22:10:00,2015-02-09 20:53:24,"Fatty acid tablet",8411
"Chicago, IL","R10-FRM2",395829,4632027,"16N","America/Chicago",2015-01-28 14:57:00,2015-02-10 14:59:12,"Fatty acid tablet",8686
"Chicago, IL","R10-WDW1",401055,4635576,"16N","America/Chicago",2015-01-28 16:34:00,2015-02-10 16:39:32,"Fatty acid tablet",8692
"Chicago, IL","R09-CTG3",403529,4633792,"16N","America/Chicago",2015-01-28 17:21:00,2015-02-10 17:22:38,"Fatty acid tablet",8674
"Chicago, IL","R09-LIM2",406803,4636071,"16N","America/Chicago",2015-01-28 19:15:00,2015-02-10 19:15:07,"Fatty acid tablet",8677
"Chicago, IL","R08-DAP1",410451,4636475,"16N","America/Chicago",2015-01-28 19:48:00,2015-02-10 19:45:51,"Fatty acid tablet",8659
"Chicago, IL","R08-PAP1",412095,4634351,"16N","America/Chicago",2015-01-28 20:05:00,2015-02-10 20:03:31,"Fatty acid tablet",8662
"Chicago, IL","R08-VLG1",411104,4633916,"16N","America/Chicago",2015-01-28 20:20:00,2015-02-10 20:15:37,"Fatty acid tablet",8665
"Chicago, IL","R08-WBK1",411883,4632753,"16N","America/Chicago",2015-01-28 20:37:00,2015-02-10 20:35:19,"Fatty acid tablet",8668
"Chicago, IL","R07-FSP1",415139,4633726,"16N","America/Chicago",2015-01-28 21:22:00,2015-02-10 21:21:08,"Fatty acid tablet",8647
"Chicago, IL","S10-LPC1",412640,4604963,"16N","America/Chicago",2015-01-29 14:05:00,2015-02-12 14:06:17,"Fatty acid tablet",8791
"Chicago, IL","S10-LPP2",410631,4604024,"16N","America/Chicago",2015-01-29 14:19:00,2015-02-12 14:19:02,"Fatty acid tablet",8794
"Chicago, IL","S10-LEW1",410239,4605858,"16N","America/Chicago",2015-01-29 14:40:00,2015-02-12 14:37:31,"Fatty acid tablet",8788
"Chicago, IL","S09-ILC1",410923,4610519,"16N","America/Chicago",2015-01-29 15:12:00,2015-02-12 15:09:27,"Fatty acid tablet",8774
"Chicago, IL","S10-ILC1",410942,4610112,"16N","America/Chicago",2015-01-29 15:15:00,2015-02-12 15:11:20,"Fatty acid tablet",8785
"Chicago, IL","S09-KTP1",413952,4614568,"16N","America/Chicago",2015-01-29 15:49:00,2015-02-12 15:30:12,"Fatty acid tablet",8777
"Chicago, IL","S08-WGL2",417471,4616052,"16N","America/Chicago",2015-01-29 16:11:00,2015-02-12 16:09:27,"Fatty acid tablet",8771
"Chicago, IL","S08-WGL1",416857,4616262,"16N","America/Chicago",2015-01-29 16:32:00,2015-02-12 16:32:05,"Fatty acid tablet",8768
"Chicago, IL","S09-SMC1",415686,4612193,"16N","America/Chicago",2015-01-29 16:47:00,2015-02-12 15:46:34,"Fatty acid tablet",8780
"Chicago, IL","D02-JBS1",446955,4644300,"16N","America/Chicago",2015-01-29 16:58:00,2015-02-14 12:14:56,"Fatty acid tablet",8408
"Chicago, IL","S07-SAG1",422039,4616369,"16N","America/Chicago",2015-01-29 18:14:00,2015-02-12 17:01:58,"Fatty acid tablet",8759
"Chicago, IL","S06-CBW1",425314,4619769,"16N","America/Chicago",2015-01-29 18:56:00,2015-02-12 18:37:09,"Fatty acid tablet",8756
"Chicago, IL","S05-RES1",431534,4623607,"16N","America/Chicago",2015-01-29 19:18:00,2015-02-12 18:54:54,"Fatty acid tablet",8750
"Chicago, IL","S05-LNC1",429760,4621558,"16N","America/Chicago",2015-01-29 19:29:00,2015-02-12 19:05:38,"Fatty acid tablet",8747
"Chicago, IL","S05-SFP2",428691,4623408,"16N","America/Chicago",2015-01-29 19:44:00,2015-02-12 19:20:29,"Fatty acid tablet",8753
"Chicago, IL","S07-STJ1",422440,4616686,"16N","America/Chicago",2015-01-31 16:37:00,2015-02-12 17:17:37,"Fatty acid tablet",8762
"Chicago, IL","R05-GOC1",426715,4634340,"16N","America/Chicago",2015-02-01 10:07:00,2015-02-01 10:13:28,"Fatty acid tablet",8626
"Chicago, IL","R02-FRP1",439183,4634676,"16N","America/Chicago",2015-06-29 05:00:00,2015-07-28 05:00:00,"Fatty acid tablet",6225
"Chicago, IL","J01-UIC1",446383,4635431,"16N","America/Chicago",2015-06-29 12:00:00,2015-07-13 12:08:05,"Fatty acid tablet",6218
"Chicago, IL","R02-DPG1",441926,4634510,"16N","America/Chicago",2015-06-29 12:28:00,2015-07-13 12:34:33,"Fatty acid tablet",6221
"Chicago, IL","R03-CPG1",435929,4636259,"16N","America/Chicago",2015-06-29 13:12:00,2015-07-13 13:15:57,"Fatty acid tablet",6231
"Chicago, IL","R03-AUP1",436203,4637589,"16N","America/Chicago",2015-06-29 13:30:00,2015-07-13 13:30:10,"Fatty acid tablet",6228
"Chicago, IL","R03-EUC1",434285,4635174,"16N","America/Chicago",2015-06-29 13:49:00,2015-07-13 13:45:13,"Fatty acid tablet",6234
"Chicago, IL","D10-MAC1",423491,4678479,"16N","America/Chicago",2015-06-29 14:04:00,2015-07-15 13:44:09,"Fatty acid tablet",6191
"Chicago, IL","R03-MAP1",433295,4635416,"16N","America/Chicago",2015-06-29 14:04:00,2015-07-13 13:56:57,"Fatty acid tablet",6237
"Chicago, IL","R04-MMW2",430931,4633766,"16N","America/Chicago",2015-06-29 14:20:00,2015-07-13 14:15:32,"Fatty acid tablet",6240
"Chicago, IL","D10-CAN1",422570,4676856,"16N","America/Chicago",2015-06-29 14:28:00,2015-07-15 14:06:25,"Fatty acid tablet",6186
"Chicago, IL","R04-SCH1",429577,4634101,"16N","America/Chicago",2015-06-29 14:36:00,2015-07-13 14:33:28,"Fatty acid tablet",6246
"Chicago, IL","R05-STP1",427869,4637181,"16N","America/Chicago",2015-06-29 14:51:00,2015-07-13 14:45:34,"Fatty acid tablet",6255
"Chicago, IL","D10-VHC1",421816,4674934,"16N","America/Chicago",2015-06-29 15:05:00,2015-06-29 15:07:58,"Fatty acid tablet",6194
"Chicago, IL","R05-GOC1",426715,4634340,"16N","America/Chicago",2015-06-29 15:08:00,2015-07-13 15:00:53,"Fatty acid tablet",6252
"Chicago, IL","D09-VTC1",423286,4672819,"16N","America/Chicago",2015-06-29 15:25:00,2015-07-15 14:47:35,"Fatty acid tablet",6183
"Chicago, IL","R05-FMG1",424224,4633329,"16N","America/Chicago",2015-06-29 15:26:00,2015-07-13 15:15:06,"Fatty acid tablet",6249
"Chicago, IL","D09-RYW1",425325,4669890,"16N","America/Chicago",2015-06-29 15:44:00,2015-07-15 15:05:28,"Fatty acid tablet",6180
"Chicago, IL","D09-CLG1",424348,4670718,"16N","America/Chicago",2015-06-29 16:12:00,2015-07-15 15:46:30,"Fatty acid tablet",6177
"Chicago, IL","R06-YOW1",422550,4634509,"16N","America/Chicago",2015-06-29 16:26:00,2015-07-13 15:31:12,"Fatty acid tablet",6267
"Chicago, IL","D08-CCC1",423792,4667808,"16N","America/Chicago",2015-06-29 16:48:00,2015-07-15 16:19:08,"Fatty acid tablet",6163
"Chicago, IL","R06-SLT1",420847,4635567,"16N","America/Chicago",2015-06-29 16:48:00,2015-07-13 15:51:07,"Fatty acid tablet",6261
"Chicago, IL","R06-SLT2",420606,4636302,"16N","America/Chicago",2015-06-29 17:03:00,2015-07-13 16:02:22,"Fatty acid tablet",6264
"Chicago, IL","D08-DAW2",425502,4665194,"16N","America/Chicago",2015-06-29 18:14:00,2015-07-15 16:53:35,"Fatty acid tablet",6167
"Chicago, IL","R06-OTB1",418834,4633860,"16N","America/Chicago",2015-06-29 18:21:00,2015-07-13 16:17:48,"Fatty acid tablet",6258
"Chicago, IL","R07-YHR1",417861,4635347,"16N","America/Chicago",2015-06-29 18:38:00,2015-07-13 16:31:11,"Fatty acid tablet",6279
